2019年01月01日,晴/多云,1℃/-10℃,北风 1-2级/北风 1-2级,
2019年07月02日,雷阵雨/晴,35℃/23℃,南风 1-2级/南风 1-2级,
2019年07月03日,晴/晴,36℃/24℃,南风 1-2级/南风 1-2级,
2019年07月04日,晴/多云,38℃/25℃,南风 3-4级/南风 3-4级,
2019年07月05日,中雨/雷阵雨,30℃/22℃,北风 1-2级/北风 1-2级,
2019年07月06日,雷阵雨/中雨,27℃/21℃,东北风 3-4级/东北风 3-4级,
2019年07月07日,小雨/多云,28℃/20℃,北风 1-2级/北风 1-2级,
2019年07月08日,多云/多云,30℃/22℃,南风 1-2级/南风 1-2级,
2019年07月09日,雷阵雨/中雨,28℃/21℃,东风 1-2级/东风 1-2级,
2019年07月10日,雷阵雨/多云,28℃/19℃,东风 1-2级/东风 1-2级,
2019年07月11日,多云/多云,30℃/21℃,东南风 1-2级/东南风 1-2级,
2019年07月12日,多云/多云,34℃/22℃,南风 1-2级/南风 1-2级,
2019年07月13日,雷阵雨/多云,34℃/23℃,东北风 1-2级/东北风 1-2级,
2019年07月14日,雷阵雨/多云,33℃/23℃,东北风 1-2级/东北风 1-2级,
2019年07月15日,晴/多云,35℃/24℃,东南风 1-2级/东南风 1-2级,
2019年07月16日,雷阵雨/雷阵雨,32℃/24℃,东南风 1-2级/东南风 1-2级,
2019年07月17日,雷阵雨/多云,29℃/23℃,北风 1-2级/北风 1-2级,
2019年07月18日,多云/多云,31℃/24℃,东北风 1-2级/东北风 1-2级,
2019年07月19日,阴/雷阵雨,32℃/25℃,东南风 1-2级/东南风 1-2级,
2019年07月20日,小雨/多云,31℃/24℃,北风 1-2级/北风 1-2级,
2019年07月21日,晴/多云,36℃/27℃,西南风 1-2级/西南风 1-2级,
2019年07月22日,雷阵雨/中雨,35℃/25℃,东风 1-2级/东风 1-2级,
2019年07月23日,晴/晴,35℃/25℃,西南风 1-2级/西南风 1-2级,
2019年07月24日,多云/雷阵雨,36℃/27℃,南风 1-2级/南风 1-2级,
2019年07月25日,晴/晴,36℃/26℃,南风 1-2级/南风 1-2级,
2019年07月26日,晴/晴,36℃/26℃,西南风 1-2级/西南风 1-2级,
2019年07月27日,多云/多云,36℃/27℃,南风 1-2级/南风 1-2级,
2019年07月28日,多云/中雨,35℃/26℃,南风 1-2级/南风 1-2级,
2019年07月29日,雷阵雨/多云,29℃/23℃,西风 1-2级/西风 1-2级,
2019年07月30日,晴/晴,34℃/24℃,南风 1-2级/南风 1-2级,
2019年07月31日,晴/多云,35℃/24℃,东北风 1-2级/东北风 1-2级,
2019年08月01日,雷阵雨/雷阵雨,32℃/24℃,东北风 1-2级/东北风 1-2级,
2019年08月02日,雷阵雨/雷阵雨,30℃/24℃,北风 1-2级/北风 1-2级,
2019年08月03日,多云/雷阵雨,31℃/24℃,南风 1-2级/南风 1-2级,
2019年08月04日,雷阵雨/雷阵雨,29℃/23℃,东南风 1-2级/东南风 1-2级,
2019年08月05日,中雨/雷阵雨,28℃/24℃,东北风 1-2级/东北风 1-2级,
2019年08月06日,多云/雷阵雨,31℃/24℃,南风 1-2级/南风 1-2级,
2019年08月07日,雷阵雨/阴,29℃/24℃,东南风 1-2级/东南风 1-2级,
2019年08月08日,多云/雷阵雨,32℃/25℃,南风 1-2级/南风 1-2级,
2019年08月09日,雷阵雨/中雨,31℃/23℃,西北风 1-2级/西北风 1-2级,
2019年08月10日,雷阵雨/中雨,29℃/23℃,北风 1-2级/北风 1-2级,
2019年08月11日,中雨/小雨,27℃/24℃,北风 3-4级/北风 3-4级,
2019年08月12日,小雨/小雨,30℃/23℃,北风 4-5级/北风 4-5级,
2019年08月13日,多云/多云,32℃/22℃,北风 3-4级/北风 3-4级,
2019年08月14日,多云/晴,31℃/22℃,北风 1-2级/北风 1-2级,
2019年08月15日,雷阵雨/中雨,32℃/22℃,西南风 1-2级/西南风 1-2级,
2019年08月16日,晴/晴,31℃/22℃,北风 4-5级/北风 4-5级,
2019年08月17日,晴/晴,32℃/19℃,北风 3-4级/北风 3-4级,
2019年08月18日,晴/晴,32℃/21℃,南风 1-2级/南风 1-2级,
2019年08月19日,多云/阴,31℃/22℃,南风 1-2级/南风 1-2级,
2019年08月20日,小雨/多云,28℃/19℃,南风 1-2级/南风 1-2级,
2019年08月21日,晴/晴,31℃/21℃,北风 1-2级/北风 1-2级,
2019年08月22日,多云/晴,32℃/20℃,北风 1-2级/北风 1-2级,
2019年08月23日,多云/多云,30℃/19℃,北风 1-2级/北风 1-2级,
2019年08月24日,晴/晴,31℃/18℃,西南风 1-2级/西南风 1-2级,
2019年08月25日,晴/多云,30℃/20℃,南风 1-2级/南风 1-2级,
2019年08月26日,小雨/多云,28℃/19℃,西南风 1-2级/西南风 1-2级,
2019年08月27日,晴/晴,33℃/20℃,西北风 1-2级/西北风 1-2级,
2019年08月28日,多云/晴,31℃/20℃,西北风 4-5级/西北风 4-5级,
2019年08月29日,多云/晴,30℃/20℃,北风 3-4级/北风 3-4级,
2019年08月30日,晴/晴,31℃/18℃,北风 3-4级/北风 3-4级,
2019年08月31日,晴/晴,32℃/18℃,西南风 1-2级/西南风 1-2级,
2019年09月01日,多云/晴,33℃/19℃,西南风 1-2级/西南风 1-2级,
2019年09月02日,晴/晴,34℃/19℃,西南风 1-2级/西南风 1-2级,
2019年09月03日,晴/晴,33℃/20℃,南风 1-2级/南风 1-2级,
2019年09月04日,晴/晴,32℃/19℃,南风 1-2级/南风 1-2级,
2019年09月05日,晴/晴,33℃/20℃,西南风 1-2级/西南风 1-2级,
2019年09月06日,晴/晴,33℃/20℃,东南风 1-2级/东南风 1-2级,
2019年09月07日,晴/晴,34℃/21℃,西南风 1-2级/西南风 1-2级,
2019年09月08日,晴/多云,35℃/22℃,东南风 1-2级/东南风 1-2级,
2019年09月09日,小雨/小雨,32℃/21℃,东北风 3-4级/东北风 3-4级,
2019年09月10日,小雨/阴,24℃/18℃,北风 1-2级/北风 1-2级,
2019年09月11日,多云/多云,25℃/18℃,北风 1-2级/北风 1-2级,
2019年09月12日,阴/中雨,25℃/19℃,南风 1-2级/南风 1-2级,
2019年09月13日,多云/多云,27℃/18℃,西北风 3-4级/西北风 3-4级,
2019年09月14日,晴/多云,29℃/17℃,南风 1-2级/南风 1-2级,
2019年09月15日,晴/晴,28℃/17℃,西南风 1-2级/西南风 1-2级,
2019年09月16日,晴/多云,27℃/16℃,南风 1-2级/南风 1-2级,
2019年09月17日,多云/晴,28℃/15℃,西南风 1-2级/西南风 1-2级,
2019年09月18日,晴/多云,25℃/14℃,西南风 1-2级/西南风 1-2级,
2019年09月19日,多云/阴,25℃/16℃,西南风 3-4级/西南风 3-4级,
2019年09月20日,多云/多云,27℃/16℃,东风 1-2级/东风 1-2级,
2019年09月21日,多云/多云,27℃/16℃,东北风 1-2级/东北风 1-2级,
2019年09月22日,晴/晴,27℃/16℃,东南风 1-2级/东南风 1-2级,
2019年09月23日,晴/晴,30℃/17℃,西南风 1-2级/西南风 1-2级,
2019年09月24日,晴/晴,31℃/15℃,南风 1-2级/南风 1-2级,
2019年09月25日,晴/晴,31℃/15℃,南风 1-2级/南风 1-2级,
2019年09月26日,晴/晴,30℃/15℃,东南风 1-2级/东南风 1-2级,
2019年09月27日,晴/晴,29℃/16℃,南风 1-2级/南风 1-2级,
2019年09月28日,晴/晴,30℃/17℃,西南风 1-2级/西南风 1-2级,
2019年09月29日,晴/晴,29℃/18℃,南风 1-2级/南风 1-2级,
2019年09月30日,多云/晴,30℃/19℃,南风 1-2级/南风 1-2级,
2019年10月01日,多云/晴,30℃/18℃,南风 3-4级/南风 3-4级,
2019年10月02日,晴/晴,29℃/17℃,南风 1-2级/南风 1-2级,
2019年10月03日,多云/小雨,29℃/13℃,东南风 3-4级/东南风 3-4级,
2019年10月04日,小雨/晴,15℃/8℃,东北风 3-4级/东北风 3-4级,
2019年10月05日,晴/多云,19℃/8℃,北风 1-2级/北风 1-2级,
2019年10月06日,多云/晴,19℃/9℃,西南风 1-2级/西南风 1-2级,
2019年10月07日,晴/晴,24℃/10℃,西南风 3-4级/西南风 3-4级,
2019年10月08日,晴/晴,20℃/9℃,西南风 1-2级/西南风 1-2级,
2019年10月09日,晴/多云,22℃/12℃,南风 1-2级/南风 1-2级,
2019年10月10日,多云/多云,21℃/12℃,东风 1-2级/东风 1-2级,
2019年10月11日,多云/多云,18℃/13℃,东风 1-2级/东风 1-2级,
2019年10月12日,阴/小雨,18℃/9℃,东风 1-2级/东风 1-2级,
2019年10月13日,小雨/多云,13℃/5℃,北风 1-2级/北风 1-2级,
2019年10月14日,晴/晴,15℃/3℃,北风 3-4级/北风 3-4级,
2019年10月15日,晴/多云,17℃/6℃,西南风 1-2级/西南风 1-2级,
2019年10月16日,阴/小雨,15℃/9℃,西南风 1-2级/西南风 1-2级,
2019年10月17日,小雨/多云,14℃/7℃,北风 1-2级/北风 1-2级,
2019年10月18日,晴/晴,18℃/7℃,西南风 1-2级/西南风 1-2级,
2019年10月19日,多云/多云,20℃/10℃,南风 1-2级/南风 1-2级,
2019年10月20日,晴/晴,22℃/7℃,北风 3-4级/北风 3-4级,
2019年10月21日,晴/晴,20℃/6℃,北风 1-2级/北风 1-2级,
2019年10月22日,晴/晴,20℃/7℃,北风 1-2级/北风 1-2级,
2019年10月23日,多云/多云,21℃/10℃,西南风 1-2级/西南风 1-2级,
2019年10月24日,小雨/多云,16℃/7℃,北风 3-4级/北风 3-4级,
2019年10月25日,晴/晴,14℃/1℃,北风 3-4级/北风 3-4级,
2019年10月26日,晴/晴,16℃/3℃,西南风 1-2级/西南风 1-2级,
2019年10月27日,晴/晴,18℃/5℃,南风 1-2级/南风 1-2级,
2019年10月28日,晴/晴,15℃/2℃,西北风 4-5级/西北风 4-5级,
2019年10月29日,晴/晴,16℃/2℃,西南风 1-2级/西南风 1-2级,
2019年10月30日,晴/晴,20℃/6℃,西南风 1-2级/西南风 1-2级,
2019年10月31日,晴/晴,23℃/5℃,北风 1-2级/北风 1-2级,
2019年11月01日,多云/小雨,17℃/8℃,东北风 1-2级/东北风 1-2级,
2019年11月02日,小雨/小雨,14℃/8℃,北风 1-2级/北风 1-2级,
2019年11月03日,多云/多云,14℃/4℃,东北风 1-2级/东北风 1-2级,
2019年11月04日,晴/晴,16℃/5℃,西南风 1-2级/西南风 1-2级,
2019年11月05日,晴/多云,17℃/6℃,南风 1-2级/南风 1-2级,
2019年11月06日,多云/晴,16℃/5℃,东北风 1-2级/东北风 1-2级,
2019年11月07日,晴/晴,12℃/1℃,东风 1-2级/东风 1-2级,
2019年11月08日,晴/多云,15℃/2℃,西南风 1-2级/西南风 1-2级,
2019年11月09日,多云/中雨,14℃/7℃,东南风 1-2级/东南风 1-2级,
2019年11月10日,多云/晴,17℃/5℃,西北风 4-5级/西北风 4-5级,
2019年11月11日,晴/晴,17℃/5℃,南风 1-2级/南风 1-2级,
2019年11月12日,多云/多云,19℃/5℃,西风 1-2级/西风 1-2级,
2019年11月13日,晴/晴,8℃/-3℃,西北风 4-5级/西北风 4-5级,
2019年11月14日,晴/晴,10℃/-2℃,北风 1-2级/北风 1-2级,
2019年11月15日,晴/晴,9℃/1℃,东南风 1-2级/东南风 1-2级,
2019年11月16日,阴/小雨,9℃/4℃,东北风 1-2级/东北风 1-2级,
2019年11月17日,多云/晴,11℃/-4℃,西北风 5-6级/西北风 5-6级,
2019年11月18日,晴/晴,4℃/-5℃,西北风 3-4级/西北风 3-4级,
2019年11月19日,晴/晴,6℃/-4℃,西南风 1-2级/西南风 1-2级,
2019年11月20日,晴/晴,8℃/-3℃,北风 1-2级/北风 1-2级,
2019年11月21日,多云/多云,8℃/-1℃,南风 1-2级/南风 1-2级,
2019年11月22日,霾/多云,10℃/2℃,东南风 1-2级/东南风 1-2级,
2019年11月23日,阴/多云,12℃/5℃,北风 1-2级/北风 1-2级,
2019年11月24日,晴/晴,5℃/-5℃,北风 4-5级/北风 4-5级,
2019年11月25日,晴/晴,3℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年11月26日,多云/多云,4℃/-4℃,北风 1-2级/北风 1-2级,
2019年11月27日,晴/晴,4℃/-6℃,东北风 1-2级/东北风 1-2级,
2019年11月28日,晴/多云,3℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年11月29日,小雪/小雪,2℃/-4℃,南风 1-2级/南风 1-2级,
2019年11月30日,多云/晴,5℃/-5℃,西北风 3-4级/西北风 3-4级,
2019年12月01日,晴/晴,4℃/-5℃,西北风 3-4级/西北风 3-4级,
2019年12月02日,晴/晴,4℃/-4℃,西南风 3-4级/西南风 3-4级,
2019年12月03日,晴/晴,8℃/-4℃,西南风 1-2级/西南风 1-2级,
2019年12月04日,晴/晴,9℃/-4℃,西南风 1-2级/西南风 1-2级,
2019年12月05日,晴/晴,3℃/-6℃,东风 1-2级/东风 1-2级,
2019年12月06日,晴/晴,4℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年12月07日,晴/多云,6℃/-6℃,南风 1-2级/南风 1-2级,
2019年12月08日,雾/多云,1℃/-5℃,西风 1-2级/西风 1-2级,
2019年12月09日,霾/雾,3℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年12月10日,多云/晴,8℃/-4℃,西北风 4-5级/西北风 4-5级,
2019年12月11日,晴/晴,5℃/-6℃,西北风 4-5级/西北风 4-5级,
2019年12月12日,晴/晴,5℃/-5℃,西南风 1-2级/西南风 1-2级,
2019年12月13日,晴/晴,10℃/-5℃,北风 3-4级/北风 3-4级,
2019年12月14日,晴/多云,5℃/-3℃,南风 1-2级/南风 1-2级,
2019年12月15日,多云/中雪,3℃/-2℃,西南风 1-2级/西南风 1-2级,
2019年12月16日,小雪/多云,2℃/-3℃,西风 1-2级/西风 1-2级,
2019年12月17日,晴/晴,4℃/-6℃,北风 4-5级/北风 4-5级,
2019年12月18日,晴/晴,2℃/-6℃,西南风 1-2级/西南风 1-2级,
2019年12月19日,晴/晴,2℃/-9℃,北风 3-4级/北风 3-4级,
2019年12月20日,晴/晴,2℃/-7℃,西南风 1-2级/西南风 1-2级,
2019年12月21日,多云/多云,2℃/-6℃,西南风 1-2级/西南风 1-2级,
2019年12月22日,晴/晴,5℃/-5℃,北风 1-2级/北风 1-2级,
2019年12月23日,多云/阴,2℃/-4℃,东南风 1-2级/东南风 1-2级,
2019年12月24日,阴/多云,1℃/-6℃,南风 1-2级/南风 1-2级,
2019年12月25日,多云/多云,5℃/-6℃,北风 1-2级/北风 1-2级,
2019年12月26日,晴/晴,4℃/-7℃,西北风 1-2级/西北风 1-2级,
2019年12月27日,晴/晴,4℃/-6℃,南风 1-2级/南风 1-2级,
2019年12月28日,晴/多云,4℃/-6℃,东北风 1-2级/东北风 1-2级,
2019年12月29日,多云/晴,6℃/-8℃,北风 3-4级/北风 3-4级,
2019年12月30日,晴/晴,-4℃/-12℃,西北风 4-5级/西北风 4-5级,
2019年12月31日,晴/晴,-3℃/-10℃,西南风 3-4级/西南风 3-4级,
